OID_,Name,FolderPath,SymbolID,AltMode,Base,Clamped,Extruded,Snippet,PopupInfo,Shape_Leng,Shape_Area,zone_id,accessibility_score,commercial_score,road_density,population,dump_risk
0,Ward 174,BBMP Wards,21,0,0.0,-1,0,,Ward Name: HSR Layout<br>Zone: Bommanahalli <br>Division: Bommanahalli<br>Subdivision: Bommanahalli<br>Assembly (MLA) Constituency : Bommanahalli<br>Parliament (MP) Constituency: Bangalore South,0.16257322725,0.00058695748,37,0.34332471200608655,0.4042301164104632,2111.054607806676,0.17542138630019122,0.2652789575070025
0,Ward 174,BBMP Wards,21,0,0.0,-1,0,,Ward Name: HSR Layout<br>Zone: Bommanahalli <br>Division: Bommanahalli<br>Subdivision: Bommanahalli<br>Assembly (MLA) Constituency : Bommanahalli<br>Parliament (MP) Constituency: Bangalore South,0.16257322725,0.00058695748,38,0.16012573110831657,0.23422716787593917,2451.87484052209,0.20374237689939168,0.4208364114168409
0,Ward 174,BBMP Wards,21,0,0.0,-1,0,,Ward Name: HSR Layout<br>Zone: Bommanahalli <br>Division: Bommanahalli<br>Subdivision: Bommanahalli<br>Assembly (MLA) Constituency : Bommanahalli<br>Parliament (MP) Constituency: Bangalore South,0.16257322725,0.00058695748,39,0.5638919066929635,0.14382294705293408,3752.5746997972087,0.31182606721736383,0.21207671400650024
0,Ward 174,BBMP Wards,21,0,0.0,-1,0,,Ward Name: HSR Layout<br>Zone: Bommanahalli <br>Division: Bommanahalli<br>Subdivision: Bommanahalli<br>Assembly (MLA) Constituency : Bommanahalli<br>Parliament (MP) Constituency: Bangalore South,0.16257322725,0.00058695748,40,0.6828804183743072,0.22996080391185308,3917.104537717462,0.3254979315779468,0.26791013766574906
0,Ward 174,BBMP Wards,21,0,0.0,-1,0,,Ward Name: HSR Layout<br>Zone: Bommanahalli <br>Division: Bommanahalli<br>Subdivision: Bommanahalli<br>Assembly (MLA) Constituency : Bommanahalli<br>Parliament (MP) Constituency: Bangalore South,0.16257322725,0.00058695748,41,0.6278048140460707,0.5672846030888659,4327.00718723122,0.35955943371053867,0.269805777731874
0,Ward 174,BBMP Wards,21,0,0.0,-1,0,,Ward Name: HSR Layout<br>Zone: Bommanahalli <br>Division: Bommanahalli<br>Subdivision: Bommanahalli<br>Assembly (MLA) Constituency : Bommanahalli<br>Parliament (MP) Constituency: Bangalore South,0.16257322725,0.00058695748,42,0.5202927993481244,0.20713135066626215,3911.2519932263745,0.3250116052346047,0.20646339208012726
0,Ward 174,BBMP Wards,21,0,0.0,-1,0,,Ward Name: HSR Layout<br>Zone: Bommanahalli <br>Division: Bommanahalli<br>Subdivision: Bommanahalli<br>Assembly (MLA) Constituency : Bommanahalli<br>Parliament (MP) Constituency: Bangalore South,0.16257322725,0.00058695748,43,0.5751898157412308,0.1689942705061614,3732.4721677685275,0.31015561585927265,0.15233950129517063
0,Ward 174,BBMP Wards,21,0,0.0,-1,0,,Ward Name: HSR Layout<br>Zone: Bommanahalli <br>Division: Bommanahalli<br>Subdivision: Bommanahalli<br>Assembly (MLA) Constituency : Bommanahalli<br>Parliament (MP) Constituency: Bangalore South,0.16257322725,0.00058695748,44,0.6508440688058621,0.48853001417220143,4078.979287666401,0.3389491672485118,0.1941734741762714
0,Ward 174,BBMP Wards,21,0,0.0,-1,0,,Ward Name: HSR Layout<br>Zone: Bommanahalli <br>Division: Bommanahalli<br>Subdivision: Bommanahalli<br>Assembly (MLA) Constituency : Bommanahalli<br>Parliament (MP) Constituency: Bangalore South,0.16257322725,0.00058695748,45,0.5381409582974632,0.7162017030497501,5594.833524325202,0.4649114472579243,0.24084413048998365
0,Ward 174,BBMP Wards,21,0,0.0,-1,0,,Ward Name: HSR Layout<br>Zone: Bommanahalli <br>Division: Bommanahalli<br>Subdivision: Bommanahalli<br>Assembly (MLA) Constituency : Bommanahalli<br>Parliament (MP) Constituency: Bangalore South,0.16257322725,0.00058695748,46,0.09188316598938014,0.0,4087.6193091838204,0.3396671233575789,0.13853653940022884
0,Ward 174,BBMP Wards,21,0,0.0,-1,0,,Ward Name: HSR Layout<br>Zone: Bommanahalli <br>Division: Bommanahalli<br>Subdivision: Bommanahalli<br>Assembly (MLA) Constituency : Bommanahalli<br>Parliament (MP) Constituency: Bangalore South,0.16257322725,0.00058695748,47,0.07623971063585853,0.0,1841.2316790621178,0.15300002778065702,0.1769154704977445
0,Ward 174,BBMP Wards,21,0,0.0,-1,0,,Ward Name: HSR Layout<br>Zone: Bommanahalli <br>Division: Bommanahalli<br>Subdivision: Bommanahalli<br>Assembly (MLA) Constituency : Bommanahalli<br>Parliament (MP) Constituency: Bangalore South,0.16257322725,0.00058695748,48,0.5368785921699989,0.0,3140.836885631078,0.26099275621894996,0.27674952524499025
0,Ward 174,BBMP Wards,21,0,0.0,-1,0,,Ward Name: HSR Layout<br>Zone: Bommanahalli <br>Division: Bommanahalli<br>Subdivision: Bommanahalli<br>Assembly (MLA) Constituency : Bommanahalli<br>Parliament (MP) Constituency: Bangalore South,0.16257322725,0.00058695748,49,0.6087934906185242,0.0,3899.7909198732177,0.32405922940848253,0.5683638472451477
